id_bu,id_bu_encuesta,encuesta,encuesta_a,encuesta_m,pond,secu,estrato,region_3,zona_u_r,gse,bienestar_2,bienestar_7_a,bienestar_7_d,bienestar_7_f,bienestar_7_b,bienestar_7_g,bienestar_7_h,bienestar_7_c,bienestar_7_e,bienestar_7_j,percepcion_1_a,percepcion_1_b,percepcion_1_c,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_co,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_ca,eval_act_pol_1_gu,eval_act_pol_1_en,eval_act_pol_1_gm,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_gt,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_21,ciudadania_28_c,democracia_38,democracia_39_a,democracia_39_b,democracia_40_a,democracia_40_b,democracia_40_c,democracia_40_d,religion_14,pobreza_39_a,pobreza_39_n,pobreza_39_e,pobreza_39_g,pobreza_39_h,pobreza_39_m,pobreza_112,pobreza_113,percepcion_32_a,percepcion_32_b,pobreza_63,pobreza_115,pobreza_13_a,pobreza_13_b,pobreza_13_c,bienestar_23_a,bienestar_23_b,bienestar_23_c,bienestar_23_d,bienestar_24,interes_pol_24_a,interes_pol_24_b,interes_pol_24_c,interes_pol_24_d,interes_pol_24_e,interes_pol_18_a,interes_pol_18_j,interes_pol_18_b,interes_pol_18_c,interes_pol_18_d,interes_pol_18_k,interes_pol_18_l,interes_pol_18_e,interes_pol_18_f,interes_pol_18_h,interes_pol_18_m,interes_pol_18_n,interes_pol_18_o,interes_pol_18_p,interes_pol_18_g,interes_pol_18_q,interes_pol_18_r,interes_pol_25,redes_1,redes_59_a,redes_59_b,redes_59_c,redes_59_d,redes_59_e,redes_60_a,redes_60_b,redes_61,religion_63,pobreza_62,pobreza_109_a,pobreza_109_b,pobreza_109_c,pobreza_109_d,pobreza_109_e,pobreza_109_f,pobreza_109_g,pobreza_109_h,pobreza_109_i,pobreza_1_a,pobreza_1_b,pobreza_2_a,pobreza_2_b,educacion_104_a,pobreza_75_e,pobreza_75_d,pobreza_75_c,pobreza_75_a,pobreza_75_b,pobreza_75_f,pobreza_75_g,pobreza_76_e,pobreza_76_d,pobreza_76_c,pobreza_76_a,pobreza_76_b,pobreza_76_f,pobreza_76_g,pobreza_116,interes_pol_1_b,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b_2,elec_pres_145_a,elec_pres_145_b,elec_pres_1,sexo,edad,info_enc_59_2,info_enc_58,info_enc_30_b,info_enc_8,estado_civil_g,info_enc_61,esc_nivel_1_c,info_enc_57,info_hogar_28_c,pobreza_100,info_enc_62
131-93,131,93,2025,3,1.538630801060552,93220,20,13,1,3,8,5,5,5,3,4,5,3,4,1,5,9,3,3,3,5,1,5,3,2,5,1,4,5,2,3,1,6,6,6,3,3,3,6,6,6,6,2,3,3,4,4,3,3,3,4,3,3,4,4,4,3,4,4,4,3,4,-8,1,10,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,4,6,5,5,-9,,,7,6,0,5,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,1,1,1,1,11,1,4,5,0,10,10,8,10,0,6,0,5,5,5,10,4,1,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,15,15,1,1,,7,2,-6,2,25,1,2,,1,2,1,6,1,,1,1
1310-93,1310,93,2025,3,.6595604421126983,93169,20,13,1,3,10,5,5,5,5,4,3,4,5,4,1,3,11,2,2,3,1,4,3,2,1,3,1,6,1,6,3,6,6,6,6,6,6,6,6,6,6,4,4,4,4,1,4,4,4,4,4,1,4,4,4,2,4,4,1,4,4,2,1,10,2,3,1,1,1,4,3,1,1,2,1,1,1,2,4,8,1,1,4,1,3,7,10,10,0,4,1,1,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-8,,3,3,3,3,11,3,4,5,0,10,4,0,10,0,0,0,0,0,0,10,5,9,2,5,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,15,15,1,1,,6,9,-9,2,36,1,2,,1,8,2,4,2,4,6,1
1311-93,1311,93,2025,3,.1779238387093311,93169,20,13,1,2,5,4,2,3,3,-7,4,2,-7,2,2,9,10,3,3,3,3,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,4,3,4,4,4,4,-9,3,-9,-9,-9,3,-9,3,4,3,2,3,1,0,1,1,3,3,4,1,1,-8,-9,1,3,1,2,1,2,-9,,-9,0,5,8,9,0,0,0,0,1,4,4,4,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,-8,,2,2,12,2,2,12,2,4,0,10,10,0,10,0,0,0,0,0,0,10,4,3,2,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,5,15,15,1,4,,1,12,-6,2,68,1,2,,1,1,2,3,1,,3,7
1312-93,1312,93,2025,3,.4120616403955357,93260,22,14,1,3,5,4,5,5,4,-7,2,4,3,3,3,6,10,2,2,2,3,3,2,2,8,2,3,5,2,4,3,3,2,3,4,3,6,6,6,6,3,2,3,1,3,1,3,3,2,3,3,2,3,3,2,2,-8,1,2,2,3,2,1,8,1,1,1,2,1,2,2,2,2,3,2,3,2,3,1,4,8,5,3,1,9,10,9,10,10,10,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,1,4,-8,4,2,3,5,10,10,0,10,2,5,5,5,0,10,4,6,1,3,5,6,2,2,1,1,1,1,1,2,2,1,1,1,2,1,3,3,10,,1,2,,7,9,13,1,85,1,2,,1,5,2,3,1,,-8,7
1313-93,1313,93,2025,3,.8764193636221413,93044,6,5,1,2,5,4,4,4,4,4,4,4,4,4,10,1,2,3,2,4,2,3,2,2,5,3,3,2,3,3,3,6,2,6,2,6,3,4,2,6,2,3,3,4,3,4,3,4,4,4,3,3,3,4,3,3,3,3,2,3,4,3,1,7,1,1,1,1,1,1,1,4,4,3,4,4,2,4,3,1,6,6,4,5,11,7,4,3,3,2,3,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,,1,1,1,1,5,1,5,5,0,9,10,1,4,0,1,0,3,3,2,4,6,5,3,8,6,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,5,15,15,1,4,,2,9,21,2,53,1,2,,1,1,2,4,1,,1,10
1314-93,1314,93,2025,3,1.337723900627585,93040,6,5,1,2,6,4,4,-7,4,4,3,4,4,2,1,5,4,3,2,3,2,3,2,1,5,3,3,2,4,2,6,6,6,6,6,6,6,3,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,5,2,1,1,1,1,2,3,3,4,3,3,3,2,3,4,4,5,4,5,3,2,1,4,10,6,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,3,1,5,1,5,4,3,4,7,10,10,1,6,1,3,1,5,5,4,5,6,1,8,10,5,2,1,2,2,2,2,2,1,1,1,1,1,1,1,3,5,15,15,1,1,,5,6,-6,1,36,1,2,,2,8,2,8,1,,4,1
1315-93,1315,93,2025,3,1.226789289917964,93258,22,14,1,3,10,2,5,-7,4,4,3,4,3,3,9,3,16,3,3,3,2,5,2,2,5,3,3,3,3,3,6,6,6,6,6,6,6,6,6,2,6,3,3,3,4,3,3,4,3,4,3,4,4,3,2,2,3,2,2,3,4,3,3,6,3,1,1,1,1,1,2,2,1,4,2,3,1,5,1,1,2,10,5,2,3,9,0,3,0,5,3,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,7,3,5,3,3,10,5,0,7,0,0,0,3,0,0,5,6,1,10,5,5,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,3,15,15,2,,2,2,9,-6,1,19,1,2,,2,8,1,4,2,4,4,3
1316-93,1316,93,2025,3,.038599918264036,93292,23,14,2,3,10,5,3,5,3,4,4,3,3,3,3,2,13,3,2,3,3,3,2,3,-9,-9,3,2,2,2,3,3,2,2,3,6,3,6,6,6,6,4,3,3,4,4,4,4,2,2,3,3,3,4,4,4,4,3,3,4,4,3,2,5,3,2,2,3,1,3,2,1,1,1,1,2,1,3,2,1,8,10,5,9,1,14,7,5,5,8,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,1,7,5,4,3,3,0,1,10,8,10,6,7,7,7,7,7,7,6,5,2,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,15,15,-9,,5,1,8,-9,1,40,1,2,,1,5,2,5,1,,3,1
1317-93,1317,93,2025,3,.7397085051801651,93260,22,14,1,2,7,5,5,-7,5,5,4,4,3,5,17,7,14,2,3,4,4,5,3,2,8,2,2,3,2,5,6,6,6,6,6,6,6,6,6,6,6,4,4,1,4,3,2,3,3,2,3,1,3,3,2,3,3,2,2,3,4,2,5,7,1,3,1,1,1,1,2,1,2,2,3,3,1,2,4,1,8,10,7,9,11,1,0,8,0,8,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,4,3,9,3,10,3,3,3,5,4,10,0,8,0,5,0,0,6,0,7,1,5,9,2,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,18,,1,2,,13,2,-9,1,21,1,2,,2,8,1,7,2,6,5,2
1318-93,1318,93,2025,3,.476734485273633,93258,22,14,1,3,4,3,-7,3,3,2,2,2,4,-8,3,4,2,1,2,3,4,3,2,2,9,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,-8,3,1,3,3,3,3,3,3,-8,2,3,3,3,2,-8,2,-8,3,-8,2,1,9,1,2,3,1,1,1,1,-8,-8,1,-8,-8,4,1,5,1,5,5,3,1,2,6,1,7,7,7,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,6,1,1,0,10,10,7,2,-8,-8,0,4,9,5,0,4,7,2,3,7,3,3,2,3,2,3,-8,1,1,-8,1,1,-8,1,2,5,15,15,1,3,,-8,,-9,2,56,1,2,,1,5,2,4,1,,0,1
1319-93,1319,93,2025,3,.5277145076209736,93039,6,5,1,2,8,4,-7,-7,4,4,4,4,4,4,1,5,4,3,3,4,3,3,2,2,6,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,4,2,2,3,3,2,3,3,2,2,2,3,1,4,4,2,1,2,2,2,3,3,3,2,3,2,2,2,3,4,1,4,7,3,6,1,11,4,10,5,5,3,1,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,3,3,3,5,3,3,4,3,7,7,1,8,1,1,1,1,2,6,9,1,6,5,3,5,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,3,2,,1,1,,2,6,13,1,28,1,2,,2,8,1,8,1,,5,2
132-93,132,93,2025,3,1.742873827750005,93193,20,13,1,2,5,3,-7,-7,3,3,3,4,4,3,5,11,26,2,2,3,3,2,2,2,-8,2,3,3,2,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,2,4,3,4,3,1,5,2,2,2,2,2,4,2,1,3,4,3,3,1,3,2,1,8,1,4,5,3,12,10,10,10,10,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,11,4,5,5,0,1,1,0,10,0,0,0,0,0,0,10,5,1,3,8,5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,5,15,15,2,,5,7,3,-9,2,18,1,2,,2,8,1,7,2,8,8,4
1320-93,1320,93,2025,3,1.47708556901813,93222,20,13,1,3,9,4,-7,-7,5,-7,1,3,5,3,5,13,10,3,3,3,2,4,3,2,5,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,3,2,3,3,4,3,1,3,3,4,1,2,1,1,2,3,2,1,5,2,1,1,1,1,1,3,3,1,3,3,2,1,3,3,5,7,8,4,3,10,4,0,10,0,8,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,3,3,3,3,3,5,3,5,7,9,1,0,1,0,0,0,0,0,0,6,10,9,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,5,15,15,1,2,,2,9,-9,2,19,1,2,,2,8,1,7,2,4,4,4
1321-93,1321,93,2025,3,.5545340684263044,93240,20,13,1,3,7,5,4,4,4,-7,4,4,4,4,3,6,1,3,3,3,3,4,2,2,10,2,3,4,3,3,4,6,6,2,4,2,4,6,6,6,6,1,4,1,4,4,1,1,1,-8,4,1,4,4,1,1,1,1,1,1,2,1,2,5,1,1,1,1,1,1,-9,2,1,3,4,2,2,5,2,1,8,1,0,-9,,,0,0,5,0,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,12,12,12,4,4,5,0,10,5,3,10,6,5,0,6,4,4,10,6,1,3,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,13,,1,2,,4,1,-6,1,87,1,2,,1,1,2,1,1,,1,7
1322-93,1322,93,2025,3,.5802625061609011,93240,20,13,1,4,8,4,5,5,5,-7,3,1,4,4,9,10,3,5,1,3,3,3,1,1,5,4,5,2,4,2,3,2,2,6,4,4,6,4,6,2,6,2,-8,1,3,3,-8,3,-8,-9,-8,1,2,4,-8,3,4,2,-8,2,4,1,2,10,2,1,1,1,1,1,2,1,2,-8,3,2,2,5,2,5,4,-8,10,1,6,5,9,0,10,5,2,1,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,12,1,3,4,0,10,-8,10,10,10,10,4,7,8,-8,10,10,4,8,3,3,1,1,1,1,1,1,2,-8,1,-8,1,1,-8,1,4,5,1,,1,1,,2,8,-9,2,57,1,2,,1,1,2,1,2,1,0,8
1323-93,1323,93,2025,3,.2772670342131522,93240,20,13,1,3,10,-8,-7,3,-7,-7,4,5,3,4,5,14,17,2,3,3,2,4,3,2,5,1,1,3,1,4,1,5,6,1,1,1,4,6,6,5,1,4,1,1,4,4,-8,4,4,4,4,1,4,4,1,4,4,3,4,4,-8,2,1,10,1,1,1,1,1,1,2,2,1,3,2,2,1,3,1,9,5,10,10,-9,,,10,10,10,10,1,1,4,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,3,8,12,12,-8,4,5,5,0,10,10,0,10,0,0,0,0,0,5,10,3,1,2,3,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,5,5,10,,1,2,,1,5,-9,1,69,1,2,,1,6,2,6,1,,-8,7
1324-93,1324,93,2025,3,.4086218816148477,93263,22,14,1,3,9,5,4,5,5,5,3,4,1,4,14,3,17,2,3,3,3,4,2,2,9,1,1,3,1,3,1,1,1,6,6,6,1,6,6,3,2,1,3,1,4,3,1,4,1,3,3,1,4,4,2,3,3,1,1,3,4,2,1,7,1,1,1,1,1,1,2,4,1,1,3,4,2,3,1,5,6,7,5,8,10,6,10,10,9,8,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,12,4,4,4,5,5,5,10,10,10,10,4,4,5,4,10,10,10,3,4,3,2,5,2,3,1,2,2,2,1,-8,2,-8,1,1,1,1,3,5,15,15,1,2,,12,1,-9,2,47,1,1,5,1,8,2,4,1,,1,1
1325-93,1325,93,2025,3,.3489367832182214,93263,22,14,1,4,7,4,-7,1,4,-7,2,1,3,5,10,1,13,3,-8,3,3,-8,-8,-8,-9,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,4,4,4,4,4,3,3,4,4,3,-9,4,4,3,3,-8,4,4,-8,1,-8,1,1,1,1,1,1,-8,2,-8,3,1,3,1,2,1,4,5,10,-8,1,9,-8,0,0,0,0,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,5,12,-9,-9,-8,-8,10,10,1,0,10,0,0,-8,0,-8,-8,5,8,1,2,5,5,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,1,5,15,15,1,4,,1,3,-9,1,70,1,2,,1,7,2,1,1,,-8,7
1326-93,1326,93,2025,3,.4825441482173092,93260,22,14,1,2,5,4,3,5,4,-7,3,2,1,4,3,16,5,4,2,3,3,3,1,1,5,4,5,2,4,6,4,2,6,4,4,5,3,6,2,6,4,2,3,2,4,2,2,3,1,4,2,2,2,2,3,3,3,2,3,3,1,1,1,6,1,1,1,1,1,1,2,1,1,2,2,2,4,2,4,5,7,5,5,1,5,9,1,10,0,3,1,1,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,8,5,4,4,4,10,2,10,0,1,0,4,0,5,5,10,10,6,1,3,5,5,2,3,2,3,3,2,2,1,1,1,1,1,1,1,3,3,15,1,1,-9,,4,7,-9,2,54,1,1,5,1,1,2,5,1,,4,10
1327-93,1327,93,2025,3,.4207573093733338,93258,22,14,1,3,2,1,5,-7,4,2,2,4,5,1,1,2,8,3,1,5,2,1,1,1,2,1,2,5,1,4,6,6,3,6,6,6,6,6,1,2,6,2,2,1,2,3,4,3,3,2,2,1,2,4,1,1,4,3,4,4,2,1,1,1,1,2,4,1,3,2,1,1,1,4,2,2,3,3,2,5,9,2,2,2,11,5,3,5,4,2,1,4,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,1,3,5,4,3,2,2,2,2,2,3,4,2,7,5,1,3,6,1,3,9,1,6,3,9,1,2,1,3,2,1,2,1,2,3,1,3,2,3,1,2,5,,1,1,,2,3,-9,2,30,1,2,,2,1,2,3,2,-8,3,7
1328-93,1328,93,2025,3,2.388316850306177,93253,20,13,1,4,8,5,-7,-7,5,4,3,5,4,4,3,6,7,3,2,3,3,4,2,2,6,2,3,3,2,2,6,6,6,6,6,6,6,6,6,6,6,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,6,1,1,1,1,2,2,2,1,1,3,1,3,2,1,6,2,8,5,6,1,6,11,2,10,3,10,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,3,5,3,10,3,4,3,6,6,7,8,10,3,5,2,5,7,10,10,7,11,8,2,4,2,2,2,3,2,1,2,2,1,1,1,3,1,2,3,4,13,,1,1,,3,1,13,1,23,1,2,,2,8,2,4,2,1,1,1
1329-93,1329,93,2025,3,1.819885893727534,93253,20,13,1,3,10,4,-7,4,4,-7,2,4,4,4,3,6,12,3,3,3,4,5,3,2,5,1,3,6,3,6,6,6,6,6,6,6,6,6,6,6,6,1,3,1,4,1,3,1,3,1,3,1,4,4,3,3,3,1,2,1,3,3,1,0,1,1,1,2,1,2,3,1,2,4,3,4,2,1,5,9,2,5,5,6,2,1,5,10,5,8,3,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,3,11,3,5,4,5,5,5,5,5,5,5,5,5,5,6,5,9,5,10,2,7,1,2,1,1,1,2,2,2,1,1,1,1,3,2,1,4,15,15,1,2,,11,9,-6,2,24,1,2,,1,8,2,4,2,2,2,3
133-93,133,93,2025,3,1.307155370812504,93193,20,13,1,3,8,5,-7,-7,5,5,4,5,5,3,5,16,9,3,1,3,2,4,2,2,-9,1,4,4,2,4,2,3,3,4,3,6,3,6,6,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,2,4,3,3,1,5,3,3,3,3,3,3,2,2,1,3,3,3,1,3,4,8,9,5,6,9,11,1,10,10,10,10,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,-9,2,1,5,6,5,1,1,1,1,1,1,1,1,1,5,1,1,7,8,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,5,15,15,1,3,,8,11,-9,2,25,1,2,,2,8,2,6,2,4,4,1
1330-93,1330,93,2025,3,.6629097861589593,93253,20,13,1,3,1,5,5,5,5,5,2,5,1,4,6,10,7,2,1,3,2,5,3,2,10,2,1,4,2,2,3,4,5,6,4,6,6,2,6,6,6,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,1,4,2,4,1,1,10,1,2,2,2,1,1,3,1,2,2,4,3,2,2,2,4,8,10,10,9,13,14,10,10,10,10,2,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,7,2,4,5,10,10,10,-8,9,9,0,10,10,10,10,5,1,10,4,5,4,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,5,10,,1,2,,5,13,20,2,73,1,2,,1,5,2,2,1,,1,7
1331-93,1331,93,2025,3,1.375835049288786,93251,20,13,1,3,6,4,-7,3,3,3,3,4,3,3,9,14,26,4,2,3,3,4,2,1,5,4,4,1,3,1,3,1,1,6,2,3,2,6,6,1,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,6,2,2,2,1,1,3,3,2,1,2,2,2,1,2,4,8,2,6,5,9,1,14,7,7,6,6,3,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,4,5,4,5,4,1,2,3,7,7,5,5,5,5,5,5,5,5,5,10,6,8,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,15,15,1,1,,1,10,20,1,38,1,2,,1,5,2,4,1,,-8,1
1332-93,1332,93,2025,3,.3708259190458419,93230,20,13,1,1,10,4,-7,5,5,4,4,3,5,3,16,14,7,2,3,4,1,4,3,2,6,2,2,5,1,2,3,4,2,3,3,6,6,6,6,3,6,2,2,2,3,2,3,3,2,3,4,1,4,2,2,2,2,1,1,2,3,2,3,6,2,1,2,1,1,1,2,3,1,3,3,3,3,1,4,6,2,8,6,4,5,1,0,0,0,2,3,1,4,4,3,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,,1,4,5,4,10,4,5,5,4,8,6,5,6,1,5,3,3,7,5,6,6,7,6,3,7,1,1,2,1,1,1,1,2,2,1,1,1,1,1,4,5,15,15,1,4,,2,5,-9,2,46,1,2,,1,8,2,10,1,,8,1
1333-93,1333,93,2025,3,1.705355379022838,93230,20,13,1,1,6,5,-7,-7,4,5,5,4,5,5,3,5,14,2,2,5,3,-8,3,-8,-9,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,1,4,1,4,2,3,4,4,1,1,4,2,4,4,1,1,4,4,3,1,5,1,1,1,1,1,1,3,1,1,3,2,2,1,3,3,5,9,10,0,-8,,,1,0,0,10,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,3,3,3,3,3,3,1,4,3,5,5,2,0,0,0,0,0,0,2,0,7,6,3,9,-9,2,2,2,2,-8,2,2,1,1,1,1,1,1,1,-8,5,15,15,2,,5,1,5,-9,1,19,1,2,,2,8,1,7,2,8,8,4
1334-93,1334,93,2025,3,1.691954994518922,93156,20,13,1,3,7,4,-7,5,4,4,4,4,4,4,7,2,1,3,2,2,2,2,1,1,3,4,4,3,2,3,2,6,2,6,2,6,2,2,6,3,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,1,5,3,3,1,1,1,1,2,4,1,4,3,1,1,3,2,4,2,5,5,5,2,7,5,10,5,10,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8,1,2,12,2,12,2,5,5,5,5,10,0,10,0,0,0,0,10,0,10,2,7,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,15,1,1,,10,2,-9,2,65,1,2,,1,1,2,4,2,1,1,2
1335-93,1335,93,2025,3,.4229887486297305,93156,20,13,1,3,5,3,3,3,3,-7,3,3,3,3,7,1,11,2,1,3,3,4,1,1,-8,6,6,3,2,4,2,6,6,6,3,4,6,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,2,4,1,4,4,4,1,2,3,5,1,1,7,5,3,8,8,8,5,8,3,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,12,1,5,5,0,5,5,0,10,0,0,0,0,5,10,0,3,6,8,5,5,1,3,1,1,2,3,3,1,1,1,1,1,1,1,1,5,15,15,1,1,,7,1,-9,2,72,1,2,,1,2,2,1,1,,1,7
1336-93,1336,93,2025,3,.7762628384117024,93203,20,13,1,2,10,1,4,4,4,4,4,5,4,3,5,9,11,3,2,3,3,2,1,1,2,5,5,3,5,2,4,3,3,3,3,4,2,6,6,6,6,2,4,4,3,3,3,4,3,4,2,3,2,3,4,3,3,3,1,3,3,1,4,2,1,1,1,1,1,2,3,1,1,1,2,1,1,2,1,3,8,5,2,1,6,11,10,10,10,6,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,3,2,2,5,5,4,5,4,5,5,6,10,10,3,10,6,7,10,10,10,4,6,3,8,6,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,3,25,,1,1,,5,1,21,2,48,1,2,,1,6,2,6,1,,5,1
1337-93,1337,93,2025,3,.7762628384117024,93203,20,13,1,2,10,2,4,4,4,3,2,4,2,4,2,6,3,3,3,2,3,3,2,2,10,2,2,4,2,4,2,6,6,6,5,6,6,6,6,4,6,1,3,2,2,2,1,3,1,3,2,1,4,2,1,1,2,1,1,3,3,2,1,10,2,3,2,2,2,2,2,1,1,3,2,4,1,2,4,5,1,9,5,11,3,8,10,10,10,10,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,5,7,1,2,3,4,5,5,3,5,2,5,2,5,7,5,5,7,10,2,1,7,2,3,1,2,2,1,1,1,1,1,2,1,1,1,3,4,15,15,1,3,,2,9,13,2,52,7,2,,1,1,2,8,2,8,-8,1
1338-93,1338,93,2025,3,.6644709526589214,93158,20,13,1,3,10,5,-7,-7,5,4,4,4,5,5,5,10,6,3,2,3,3,4,2,2,10,2,2,4,6,4,6,6,6,-8,3,6,6,6,6,6,6,2,3,2,4,3,4,4,3,4,3,3,4,3,4,3,3,2,2,3,3,3,1,5,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,5,5,9,6,3,10,10,10,10,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,12,12,12,12,12,4,4,5,6,7,0,0,0,0,0,0,0,0,0,4,6,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,15,15,1,2,,1,2,-9,1,47,1,2,,2,8,2,8,1,,-8,1
