"id_bu","sexo","edad","eval_gob_1","percepcion_2","percepcion_3","percepcion_4","percepcion_5","percepcion_6","democracia_21","confianza_6_d","confianza_6_i","confianza_6_k","confianza_6_o","confianza_6_p","confianza_i","clase_3","clase_4"
"372-93","2",50,1,2,2,1,4,3,2,4,4,4,3,4,1.2,2,3
"373-93","2",86,1,3,2,1,2,3,3,4,4,4,3,4,1.2,2,3
"374-93","1",32,3,3,2,2,2,3,3,4,3,4,4,4,1.2,2,3
"375-93","2",65,1,2,1,1,3,2,1,4,4,4,4,4,1,3,4
"376-93","1",71,3,4,2,2,4,3,3,3,3,3,2,3,2.2,2,3
"377-93","2",32,1,2,2,2,2,4,2,4,3,3,2,3,2,3,2
"379-93","1",46,1,3,1,1,3,3,1,4,1,3,3,4,2,2,3
"38-93","1",21,1,3,1,2,4,3,2,3,4,3,3,3,1.8,2,3
"380-93","2",32,1,3,3,2,3,3,2,3,3,3,2,3,2.2,1,1
"381-93","1",66,3,1,2,3,4,3,1,3,3,3,1,4,2.2,2,3
"382-93","2",53,1,4,1,1,4,5,2,4,4,3,3,3,1.6,1,2
"385-93","2",74,1,3,1,1,3,2,3,2,3,3,4,2,2.2,3,4
"386-93","2",43,1,2,1,1,2,3,3,3,3,3,3,3,2,3,4
"387-93","1",67,1,3,1,2,2,3,2,2,4,2,2,2,2.6,2,3
"388-93","2",49,1,2,1,1,4,3,2,3,4,4,3,3,1.6,2,3
"389-93","2",64,1,2,1,1,2,2,3,4,4,4,3,3,1.4,3,4
"39-93","2",68,1,1,2,2,3,3,2,4,4,4,3,3,1.4,2,3
"391-93","2",25,3,3,1,2,4,3,2,3,3,3,3,4,1.8,2,3
"392-93","2",22,1,2,1,2,4,2,2,3,4,2,3,4,1.8,3,4
"393-93","1",71,1,2,2,2,3,1,1,3,4,4,1,3,2,3,4
"394-93","1",44,1,2,2,1,4,3,1,2,4,4,3,4,1.6,2,3
"395-93","2",33,3,3,2,1,3,3,3,3,3,3,3,3,2,2,3
"397-93","1",47,1,2,1,1,4,4,3,3,4,3,3,3,1.8,3,2
"398-93","2",48,1,2,2,2,4,3,1,3,3,4,3,3,1.8,2,3
"399-93","1",62,1,2,2,2,3,1,1,2,3,4,4,4,1.6,3,4
"4-93","1",55,3,2,2,2,2,3,1,3,3,3,3,3,2,2,3
"40-93","2",62,3,1,3,2,3,4,3,4,1,2,1,3,2.8,1,2
"401-93","1",66,1,2,1,1,4,3,3,3,3,4,3,3,1.8,2,3
"402-93","1",51,3,4,2,3,3,5,3,4,3,4,4,4,1.2,1,1
"403-93","2",65,1,1,3,1,3,4,3,4,4,3,3,4,1.4,1,2
"404-93","1",43,3,4,2,3,4,4,2,4,2,3,3,4,1.8,1,1
"406-93","2",33,1,3,2,2,3,4,2,2,3,2,2,2,2.8,2,3
"407-93","1",76,1,2,3,2,3,3,1,3,1,4,4,3,2,1,3
"408-93","2",28,1,3,2,2,4,4,2,3,3,3,2,3,2.2,2,3
"409-93","1",42,1,2,2,1,3,5,2,3,4,3,3,3,1.8,1,2
"41-93","1",71,2,3,1,1,3,2,3,3,3,4,4,4,1.4,3,4
"410-93","2",80,1,2,1,2,3,2,3,4,4,4,4,4,1,3,4
"411-93","2",66,1,1,2,1,3,3,1,4,4,4,2,4,1.4,2,3
"412-93","2",59,3,3,3,3,2,5,1,4,2,4,3,4,1.6,1,2
"413-93","1",50,3,5,2,3,1,5,3,4,4,3,4,3,1.4,1,1
"414-93","2",40,1,2,2,1,2,3,3,2,3,3,2,3,2.4,2,3
"415-93","1",30,2,4,1,1,3,5,2,3,4,4,4,4,1.2,1,2
"416-93","1",66,1,3,2,2,4,3,1,4,4,4,2,3,1.6,2,3
"417-93","2",23,2,4,3,3,4,5,2,3,3,3,3,3,2,1,1
"418-93","2",58,1,3,2,1,3,3,1,4,4,4,3,3,1.4,2,3
"419-93","2",54,1,2,2,2,2,3,1,3,3,4,3,3,1.8,2,3
"42-93","2",61,1,2,1,1,2,2,3,4,3,3,3,3,1.8,3,4
"420-93","1",26,1,3,2,2,4,3,3,3,4,2,3,3,2,2,3
"421-93","2",71,1,3,2,2,4,3,3,3,3,3,3,4,1.8,2,3
"423-93","1",65,3,3,3,3,4,3,1,3,1,4,3,3,2.2,1,1
"424-93","2",52,1,2,1,2,3,5,1,3,4,4,3,4,1.4,3,2
"426-93","2",70,1,3,2,2,3,3,3,3,3,3,3,4,1.8,2,3
"427-93","1",31,2,4,2,2,3,3,3,3,3,3,3,3,2,2,3
"428-93","2",72,2,3,2,2,3,3,1,3,4,3,3,3,1.8,2,3
"43-93","1",45,3,2,2,1,2,3,1,3,3,3,3,3,2,2,3
"430-93","2",35,1,2,1,1,3,3,3,3,4,4,2,3,1.8,3,4
"433-93","1",67,1,2,2,2,2,3,1,3,2,1,2,3,2.8,2,3
"434-93","1",50,1,3,2,2,3,3,2,4,3,4,4,4,1.2,2,3
"436-93","2",39,3,3,3,2,3,5,2,3,2,2,2,2,2.8,1,1
"437-93","2",79,1,2,2,1,2,2,3,4,3,4,3,3,1.6,3,4
"438-93","1",27,1,1,2,2,3,4,2,3,3,4,4,4,1.4,2,3
"439-93","2",62,1,2,2,2,2,3,1,4,4,4,4,4,1,2,3
"44-93","2",57,1,2,1,2,2,3,2,4,4,4,4,4,1,3,4
"440-93","2",18,1,3,2,2,4,3,3,1,3,2,2,2,3,2,3
"441-93","2",50,1,1,3,2,3,5,2,3,4,3,3,3,1.8,1,2
"442-93","1",55,1,3,2,2,3,3,2,4,4,4,4,1,1.6,2,3
"444-93","2",85,3,3,3,3,4,5,3,1,2,1,4,3,2.8,1,1
"445-93","2",19,1,3,3,2,4,4,2,3,2,3,2,3,2.4,1,1
"447-93","2",64,1,2,1,1,2,3,1,4,3,3,4,4,1.4,3,4
"448-93","1",60,1,3,1,1,4,3,1,4,4,4,4,4,1,2,3
"449-93","1",58,1,2,3,1,2,5,2,3,4,3,3,3,1.8,1,2
"45-93","2",31,1,2,2,1,2,3,1,3,3,3,3,3,2,2,3
"450-93","2",35,1,2,1,1,3,3,3,4,3,4,4,4,1.2,3,4
"451-93","1",30,3,4,1,2,3,2,3,4,3,4,2,4,1.6,2,4
"452-93","2",92,2,3,3,2,3,3,3,4,3,3,2,4,1.8,1,1
"453-93","2",78,3,3,2,3,3,3,3,4,2,4,3,4,1.6,2,3
"454-93","2",46,1,1,1,1,3,3,1,4,4,4,3,4,1.2,3,4
"455-93","1",55,1,3,2,1,3,3,3,3,3,3,3,3,2,2,3
"456-93","2",53,1,3,2,2,4,3,1,4,3,3,3,3,1.8,2,3
"457-93","2",27,1,1,1,2,3,4,1,4,4,4,2,2,1.8,3,2
"459-93","1",38,1,3,1,2,4,4,3,3,3,3,2,2,2.4,2,2
"46-93","2",32,1,3,2,1,4,3,1,3,3,3,3,3,2,2,3
"460-93","2",25,1,1,1,2,2,1,1,3,4,3,2,2,2.2,3,4
"461-93","1",69,3,4,2,3,3,3,3,3,3,3,3,4,1.8,2,3
"463-93","2",37,1,3,3,2,3,4,1,2,3,3,3,3,2.2,1,1
"464-93","1",20,1,3,2,3,3,4,3,1,2,2,2,2,3.2,2,3
"466-93","2",64,1,2,1,1,3,3,2,4,4,4,3,4,1.2,3,4
"467-93","1",59,3,1,3,3,3,3,1,4,3,4,4,4,1.2,3,2
"469-93","2",55,1,2,1,1,4,5,3,3,4,4,2,3,1.8,1,2
"47-93","2",63,1,3,2,1,3,3,2,3,4,4,1,3,2,2,3
"470-93","2",64,2,2,1,2,3,4,2,2,3,3,2,2,2.6,3,2
"471-93","1",52,3,3,2,2,2,4,3,4,3,4,3,4,1.4,2,3
"472-93","1",76,1,2,2,1,3,3,2,3,4,4,3,3,1.6,2,3
"473-93","1",26,1,3,1,1,3,4,2,3,4,4,3,4,1.4,2,2
"474-93","2",57,1,1,1,1,2,3,2,3,4,3,3,3,1.8,3,4
"475-93","1",67,1,1,2,2,5,5,1,4,4,4,4,4,1,1,2
"477-93","2",60,1,1,2,1,2,2,1,4,4,4,3,4,1.2,3,4
"478-93","2",67,1,3,2,2,3,3,2,2,3,3,3,3,2.2,2,3
"479-93","2",52,1,2,2,1,4,4,1,4,4,4,4,3,1.2,2,3
"48-93","2",31,3,2,1,2,4,5,3,2,2,3,2,3,2.6,1,2
"481-93","2",34,1,1,1,1,1,3,1,4,3,3,3,3,1.8,3,4
"482-93","2",47,1,1,1,1,3,5,1,3,3,3,3,1,2.4,3,2
"483-93","1",53,3,3,3,2,4,3,3,3,2,3,4,3,2,1,1
"484-93","2",45,1,3,2,2,3,3,3,3,2,4,2,3,2.2,2,3
"485-93","2",67,1,3,2,2,3,3,3,2,3,2,2,3,2.6,2,3
"486-93","1",54,1,2,2,2,2,3,1,4,4,4,2,4,1.4,2,3
"487-93","2",47,1,2,1,1,3,4,3,1,4,3,1,2,2.8,3,2
"488-93","2",24,1,2,1,2,3,4,2,4,4,4,3,3,1.4,3,2
"49-93","1",39,1,2,1,2,4,4,1,3,3,3,3,3,2,3,2
"490-93","2",51,2,3,1,2,3,3,2,2,3,3,3,1,2.6,2,3
"491-93","2",77,1,1,3,1,1,3,3,3,3,4,2,3,2,3,4
"492-93","2",58,1,1,1,1,1,2,2,4,4,4,4,4,1,3,4
"493-93","2",59,1,4,2,2,4,3,1,4,3,4,3,3,1.6,2,3
"494-93","2",45,1,2,1,1,3,3,3,4,4,4,3,4,1.2,3,4
"495-93","2",21,1,3,2,2,3,3,2,2,2,2,2,3,2.8,2,3
"496-93","2",46,1,1,1,1,3,4,1,4,4,4,3,3,1.4,3,2
"497-93","1",35,1,3,2,2,5,5,2,2,3,3,2,2,2.6,1,1
"498-93","2",31,1,3,2,2,4,3,3,3,3,4,2,3,2,2,3
"499-93","1",48,1,2,2,2,3,3,1,3,4,4,3,3,1.6,2,3
"5-93","2",23,1,2,2,2,4,5,2,3,3,3,2,3,2.2,1,2
"50-93","1",28,1,3,3,2,4,5,3,4,4,4,3,3,1.4,1,1
"501-93","2",44,1,2,2,2,4,3,3,3,4,4,3,3,1.6,2,3
"503-93","1",85,3,2,1,2,3,2,2,1,3,3,3,1,2.8,3,4
"504-93","1",25,1,2,1,1,2,5,2,4,4,4,4,4,1,3,2
"505-93","2",20,3,3,3,3,3,4,3,3,3,3,3,3,2,1,1
"507-93","1",49,1,1,1,2,3,3,1,4,4,4,4,4,1,3,4
"51-93","1",57,1,2,1,1,4,3,3,4,4,3,3,3,1.6,2,3
"511-93","2",78,1,1,1,1,4,1,3,3,4,3,3,3,1.8,3,4
"512-93","2",60,1,2,1,1,4,4,1,4,3,4,4,3,1.4,3,2
"513-93","2",67,1,1,2,1,3,3,2,3,4,4,4,3,1.4,2,3
"514-93","1",45,1,3,2,2,3,3,1,4,3,3,3,4,1.6,2,3
"515-93","2",53,1,1,1,1,3,3,1,4,4,4,4,4,1,3,4
"516-93","2",29,1,2,2,1,3,4,3,3,3,3,2,3,2.2,2,3
"517-93","2",50,1,1,3,2,3,3,1,4,4,4,2,4,1.4,3,2
"518-93","1",55,1,3,2,2,3,5,1,3,4,4,3,3,1.6,1,1
"519-93","2",53,1,1,1,2,4,3,1,3,4,3,4,4,1.4,3,4
"52-93","1",68,3,5,3,3,2,4,1,3,1,4,3,4,2,1,1
"520-93","1",23,1,3,2,2,3,4,3,1,2,3,3,3,2.6,2,3
"521-93","1",47,3,2,3,2,4,5,3,1,1,3,1,3,3.2,1,2
"522-93","2",51,3,4,3,3,5,3,3,3,1,4,3,3,2.2,1,1
"523-93","2",66,3,4,2,3,3,3,3,3,1,3,3,3,2.4,2,3
"525-93","2",28,3,4,2,3,4,3,3,3,3,3,3,4,1.8,2,3
"527-93","1",52,1,2,1,2,4,3,2,4,4,4,2,4,1.4,2,3
"528-93","2",35,1,3,3,1,3,3,1,3,4,4,3,4,1.4,1,1
"529-93","2",64,1,2,2,1,4,3,3,3,4,3,4,3,1.6,2,3
"53-93","2",46,1,2,3,1,3,3,1,3,3,2,3,3,2.2,1,3
"530-93","2",49,1,1,1,1,3,3,1,4,4,4,4,3,1.2,3,4
"535-93","2",82,1,2,3,2,2,3,3,4,3,4,3,4,1.4,1,2
"536-93","2",56,1,2,2,1,4,4,1,3,3,4,3,3,1.8,2,3
"539-93","2",55,1,2,1,1,3,3,1,3,4,4,4,4,1.2,3,4
"54-93","2",40,1,3,2,2,4,3,3,3,3,3,3,3,2,2,3
"540-93","1",69,3,3,2,2,3,3,1,4,3,3,3,3,1.8,2,3
"541-93","2",65,1,1,2,1,1,3,3,4,4,4,2,3,1.6,3,4
"542-93","1",31,1,4,2,2,3,4,3,2,3,3,4,2,2.2,2,1
"543-93","1",74,3,2,1,2,2,3,1,4,3,4,4,4,1.2,3,4
"544-93","2",69,3,3,3,3,3,3,3,3,2,3,1,4,2.4,1,1
"545-93","1",83,3,3,3,2,4,4,1,3,1,3,3,1,2.8,1,1
"546-93","2",28,2,3,1,1,3,4,1,2,3,3,3,3,2.2,2,2
"549-93","1",38,1,4,3,1,4,5,1,3,4,4,3,3,1.6,1,1
"55-93","1",30,1,2,2,3,4,4,3,3,3,3,3,3,2,2,3
"550-93","2",52,3,3,3,2,3,5,3,3,1,2,1,1,3.4,1,1
"551-93","2",57,1,2,2,2,2,4,1,1,3,3,3,3,2.4,3,2
"552-93","1",33,3,3,3,3,4,3,3,3,3,4,3,2,2,1,1
"553-93","2",68,1,1,1,2,1,1,1,4,4,4,4,4,1,3,4
"555-93","2",44,1,4,1,3,4,4,2,1,2,2,2,2,3.2,1,2
"556-93","1",60,1,2,2,2,4,4,3,3,4,3,3,3,1.8,2,3
"557-93","2",34,2,2,2,2,4,4,3,3,3,3,4,3,1.8,2,3
"558-93","2",66,1,2,1,1,3,2,1,4,4,4,3,3,1.4,3,4
"559-93","1",30,1,2,3,1,1,5,3,3,3,3,3,3,2,1,2
"56-93","2",40,1,3,2,2,3,3,3,3,3,4,3,3,1.8,2,3
"560-93","2",32,1,1,1,1,3,3,3,4,4,4,4,4,1,3,4
"561-93","2",63,1,2,2,2,3,4,1,2,3,4,3,4,1.8,2,3
"563-93","2",66,1,1,1,2,3,3,1,4,4,4,3,4,1.2,3,4
"564-93","2",61,1,1,3,1,2,1,1,4,4,4,2,4,1.4,3,4
"565-93","1",35,3,3,1,2,4,5,2,3,3,4,3,3,1.8,1,2
"566-93","2",60,1,1,2,1,3,3,1,4,4,4,4,4,1,2,3
"567-93","2",34,1,1,1,1,3,2,1,4,4,4,4,4,1,3,4
"569-93","1",42,3,3,2,2,4,3,3,4,3,3,4,3,1.6,2,3
"57-93","2",33,3,2,1,2,4,4,1,3,3,3,3,3,2,3,2
"570-93","2",63,3,2,1,3,3,3,3,3,3,3,3,3,2,3,4
"571-93","2",56,1,2,2,2,3,3,1,3,4,3,3,3,1.8,2,3
"572-93","1",36,2,2,2,2,3,3,3,4,4,4,4,4,1,2,3
"573-93","1",38,1,1,2,2,3,4,2,3,4,4,1,3,2,2,3
"576-93","2",67,1,1,2,2,3,3,1,4,4,4,4,4,1,2,3
"577-93","1",27,3,3,2,2,3,3,1,3,3,3,3,3,2,2,3
"578-93","2",40,1,3,2,1,4,5,3,3,3,4,3,3,1.8,1,1
"579-93","2",57,1,3,3,1,4,5,2,4,3,4,3,1,2,1,1
"581-93","2",32,1,2,2,2,4,4,1,3,3,3,2,3,2.2,2,3
"582-93","1",54,1,1,2,1,3,3,1,4,4,4,4,4,1,2,3
"583-93","1",58,1,2,1,1,3,5,1,4,3,4,3,4,1.4,3,2
"584-93","1",31,3,4,2,3,5,5,2,4,2,4,2,4,1.8,1,1
"586-93","1",67,1,2,2,2,3,4,1,3,4,4,3,3,1.6,2,3
"587-93","2",42,3,3,3,2,3,3,1,4,2,3,3,4,1.8,1,1
"590-93","2",57,1,3,2,1,3,4,2,4,4,4,2,4,1.4,2,3
"592-93","1",27,2,3,2,2,3,4,3,4,3,3,2,3,2,2,3
"593-93","2",58,1,2,2,2,3,4,1,4,3,4,3,3,1.6,2,3
"595-93","2",33,2,1,2,2,2,5,3,3,4,4,4,4,1.2,3,2
"597-93","2",63,1,2,3,2,3,4,1,4,3,4,2,2,2,1,2
"599-93","2",39,1,3,2,2,3,1,2,3,3,3,3,3,2,1,1
"6-93","1",25,3,4,2,3,3,5,3,3,2,2,3,2,2.6,1,1
"60-93","1",51,1,2,3,2,4,4,1,3,3,4,3,3,1.8,1,2
"600-93","2",55,3,3,2,2,4,5,2,2,3,4,3,3,2,1,1
"601-93","2",52,1,1,1,2,3,3,1,3,3,3,3,3,2,3,4
"602-93","2",65,1,1,2,2,3,3,3,3,3,4,2,3,2,2,3
"603-93","1",26,1,3,3,2,3,4,3,3,3,4,3,4,1.6,1,1
"604-93","1",20,1,2,2,2,3,4,3,3,3,3,2,3,2.2,2,3
"605-93","1",64,3,2,1,1,3,3,2,3,3,4,3,4,1.6,3,4
"606-93","2",36,1,3,2,1,3,3,1,4,4,4,3,4,1.2,2,3
"607-93","2",32,1,3,2,2,3,3,2,2,3,3,3,3,2.2,2,3
"608-93","1",64,1,2,2,1,3,3,2,3,4,3,4,4,1.4,2,3
"61-93","1",42,1,2,2,1,3,4,3,4,4,4,3,3,1.4,2,3
"610-93","1",30,1,1,1,1,3,4,2,2,3,3,4,2,2.2,3,2
"611-93","2",41,1,1,1,1,3,1,3,4,4,4,3,4,1.2,3,4
"612-93","2",24,3,3,2,3,3,4,3,3,2,3,2,2,2.6,2,3
"613-93","2",51,1,1,2,1,3,3,3,4,4,4,4,3,1.2,2,3
"614-93","1",70,2,4,2,3,3,3,3,4,2,3,2,3,2.2,2,3
"615-93","2",74,1,2,2,2,2,3,1,4,3,3,3,3,1.8,2,3
"616-93","2",41,1,2,1,1,1,3,1,4,4,4,1,3,1.8,3,4
"617-93","2",64,1,1,2,1,3,3,1,2,4,4,4,4,1.4,2,3
"618-93","1",26,1,3,1,1,4,3,2,3,4,4,2,3,1.8,2,3
"619-93","2",28,1,3,2,2,5,5,1,1,3,2,1,2,3.2,1,1
"62-93","2",64,1,1,1,1,3,3,1,4,4,4,4,4,1,3,4
"620-93","2",68,1,1,1,1,1,2,3,4,4,4,4,4,1,3,4
"621-93","2",56,1,2,1,2,3,3,3,3,3,3,3,3,2,3,4
"622-93","2",28,1,2,3,1,2,3,1,4,3,4,3,4,1.4,1,2
"623-93","2",55,1,4,2,2,4,4,2,3,3,2,3,3,2.2,1,1
"624-93","1",28,1,1,1,1,4,2,1,4,4,4,4,4,1,3,4
"626-93","2",38,1,3,3,3,3,5,1,3,3,3,3,3,2,1,1
"627-93","2",71,1,1,1,1,2,2,3,4,4,4,4,4,1,3,4
"628-93","2",63,3,2,1,1,2,4,2,3,3,3,3,4,1.8,3,2
"630-93","1",24,2,2,3,2,3,4,1,3,3,3,2,3,2.2,1,2
"631-93","2",52,3,4,3,3,4,3,3,3,2,3,2,3,2.4,1,1
"632-93","1",64,3,3,1,2,4,5,1,3,3,4,4,3,1.6,1,2
"633-93","2",48,1,3,2,2,4,3,1,1,3,3,1,2,3,2,3
"635-93","2",33,3,4,2,2,3,3,3,4,3,4,4,4,1.2,2,3
"636-93","2",36,2,3,3,2,4,3,3,3,3,3,2,3,2.2,1,1
"637-93","2",40,2,3,3,2,3,5,3,3,3,4,3,3,1.8,1,1
"638-93","2",36,1,3,2,2,3,4,3,3,3,3,2,4,2,2,3
"641-93","1",80,1,2,2,3,2,2,1,3,4,3,3,4,1.6,3,4
"642-93","1",35,2,3,2,2,3,3,3,3,3,3,3,3,2,2,3
"643-93","1",60,1,2,1,2,2,2,2,3,4,3,3,3,1.8,3,4
"644-93","1",40,1,1,2,2,3,3,3,4,4,4,3,4,1.2,2,3
"645-93","2",52,1,3,1,2,3,4,2,3,3,4,3,3,1.8,2,2
"646-93","2",40,1,2,2,1,3,3,1,3,4,4,3,4,1.4,2,3
"647-93","2",67,1,3,3,2,4,3,2,3,4,3,3,4,1.6,1,1
"648-93","2",34,1,3,3,3,3,5,2,3,4,3,2,4,1.8,1,1
"649-93","2",48,3,2,2,2,4,3,3,3,3,3,4,3,1.8,2,3
"65-93","1",66,2,3,2,2,3,3,1,3,3,3,3,3,2,2,3
"650-93","2",40,1,4,3,3,4,4,2,3,3,3,3,1,2.4,1,1
"652-93","2",27,3,3,3,3,4,5,3,2,2,3,3,3,2.4,1,1
"655-93","2",46,1,1,2,1,4,4,2,3,4,3,2,4,1.8,2,3
"656-93","2",60,1,2,2,2,3,4,1,4,4,4,4,3,1.2,2,3
"657-93","2",40,1,3,1,1,4,3,3,3,3,3,2,3,2.2,2,3
"659-93","1",46,1,1,2,1,1,3,3,4,4,4,4,4,1,3,4
"66-93","1",38,1,4,1,2,3,4,3,3,3,3,3,2,2.2,2,3
"660-93","1",24,1,2,1,2,4,5,1,4,4,3,3,3,1.6,1,2
"662-93","2",41,1,4,1,2,3,4,1,3,3,3,2,3,2.2,2,3
"663-93","2",53,1,2,2,1,4,3,2,3,4,4,4,2,1.6,2,3
"664-93","2",27,3,2,1,2,3,3,3,3,4,3,4,3,1.6,3,4
"665-93","2",37,3,2,2,3,4,5,3,3,3,3,4,3,1.8,1,2
"666-93","2",82,3,4,3,3,4,4,3,3,2,3,3,2,2.4,1,1
"667-93","1",45,1,2,1,1,3,3,3,3,4,4,3,3,1.6,3,4
"668-93","1",54,1,1,1,2,3,3,3,4,4,4,4,4,1,3,4
"669-93","1",24,1,2,1,2,3,4,1,3,4,3,3,3,1.8,3,2
"67-93","2",92,3,3,3,2,4,3,3,4,3,2,4,2,2,1,1
"671-93","1",35,2,3,3,2,3,4,3,1,3,1,1,2,3.4,1,1
"672-93","2",68,3,3,3,3,4,5,3,2,2,2,2,2,3,1,1
"673-93","1",43,3,4,3,3,4,3,3,4,2,4,2,3,2,1,1
"674-93","2",45,1,1,2,2,3,3,3,4,4,4,4,4,1,2,3
"676-93","1",40,1,1,1,1,1,2,1,4,3,4,3,3,1.6,3,4
"677-93","2",63,1,1,1,1,2,3,1,4,4,4,4,4,1,3,4
"678-93","1",44,1,1,2,1,3,3,1,4,4,4,3,4,1.2,2,3
"679-93","2",31,1,2,2,1,2,4,1,4,4,4,4,4,1,3,2
"68-93","2",49,2,2,1,2,2,4,3,4,4,4,4,3,1.2,3,2
"680-93","2",36,1,2,2,1,3,3,3,4,4,4,4,4,1,2,3
"681-93","2",25,1,3,2,2,4,3,2,2,4,4,3,3,1.8,2,3
"682-93","1",33,1,2,2,1,4,3,3,2,3,4,4,4,1.6,2,3
"683-93","2",75,1,2,1,2,3,3,3,3,3,3,3,4,1.8,3,4
"684-93","1",30,1,2,1,2,3,3,2,3,4,3,3,3,1.8,3,4
"685-93","1",32,1,1,2,1,4,3,1,3,3,2,3,3,2.2,2,3
"686-93","2",24,1,2,2,2,3,4,1,3,3,4,2,3,2,2,3
"687-93","2",60,1,3,3,1,4,4,1,3,3,3,3,3,2,1,1
"688-93","2",77,1,2,1,2,3,2,2,4,3,4,3,4,1.4,3,4
"689-93","1",25,1,3,1,1,3,4,2,4,3,4,4,3,1.4,2,2
"69-93","1",74,3,3,3,3,1,5,3,4,4,4,4,4,1,1,1
"690-93","2",35,1,2,2,1,3,4,3,4,4,4,3,4,1.2,2,3
"691-93","1",45,1,2,1,1,2,5,1,4,4,4,3,4,1.2,3,2
"692-93","2",62,1,2,1,1,2,4,1,4,4,4,3,4,1.2,3,2
"694-93","2",51,1,2,1,1,3,3,3,3,3,3,3,3,2,3,4
"695-93","1",26,1,1,2,1,3,4,1,3,4,3,2,3,2,2,3
"696-93","1",41,2,3,2,2,4,4,3,4,2,3,2,3,2.2,2,3
"697-93","1",65,1,2,2,1,4,3,1,4,1,4,3,4,1.8,2,3
"698-93","1",18,1,2,3,2,3,4,3,3,3,3,3,3,2,1,2
"699-93","2",42,1,3,2,2,3,3,3,3,4,4,3,3,1.6,2,3
"7-93","2",41,1,2,2,2,3,3,1,4,4,4,3,4,1.2,2,3
"70-93","1",65,3,3,2,2,4,3,2,2,2,2,2,2,3,2,3
"700-93","1",47,1,2,1,2,4,3,3,3,4,3,3,4,1.6,2,3
"701-93","2",68,1,3,2,2,3,4,1,3,3,3,3,3,2,2,3
"702-93","2",40,3,2,2,2,4,4,2,3,3,4,3,3,1.8,2,3
"704-93","2",65,1,2,1,1,1,4,1,4,4,4,4,4,1,3,4
"705-93","2",62,3,3,2,3,3,4,3,3,3,3,3,4,1.8,2,3
"706-93","2",54,1,2,2,2,2,4,2,4,4,4,4,4,1,3,2
"707-93","2",71,1,2,2,2,3,3,3,3,3,3,3,4,1.8,2,3
"708-93","1",67,1,1,1,1,3,3,2,3,4,3,4,3,1.6,3,4
"709-93","1",50,1,3,2,2,3,2,1,3,4,3,3,3,1.8,2,3
"71-93","2",32,1,2,2,1,1,4,2,3,3,3,3,3,2,3,2
"711-93","2",70,1,2,1,1,3,3,1,4,4,4,4,3,1.2,3,4
"712-93","2",43,1,3,2,1,4,3,3,4,3,4,4,3,1.4,2,3
"713-93","2",33,2,4,2,2,4,3,2,2,2,3,2,3,2.6,2,3
"714-93","2",66,1,5,1,1,3,3,1,3,4,3,3,3,1.8,3,4
"715-93","2",33,2,2,2,2,3,3,3,2,3,4,2,2,2.4,2,3
"716-93","1",32,3,4,3,3,4,3,3,2,2,4,2,2,2.6,1,1
"717-93","2",43,1,1,2,2,3,3,3,3,3,3,3,3,2,2,3
"718-93","1",60,1,2,3,2,4,4,3,3,3,4,3,3,1.8,1,2
"719-93","1",36,1,2,1,1,2,1,2,3,4,4,4,4,1.2,3,4
"72-93","2",40,1,4,2,2,3,5,1,3,3,4,3,1,2.2,1,1
"720-93","2",59,1,3,2,2,3,4,3,2,2,3,3,2,2.6,2,3
"721-93","1",71,2,3,2,2,3,3,3,3,3,3,2,3,2.2,2,3
"722-93","2",55,1,1,1,1,3,2,1,4,4,4,4,4,1,3,4
"723-93","1",22,3,4,2,3,3,3,3,3,2,3,2,2,2.6,2,3
"724-93","2",45,1,3,2,2,3,3,3,2,3,3,3,3,2.2,2,3
"726-93","2",38,1,1,2,1,3,4,1,3,3,3,3,3,2,2,3
"727-93","1",47,1,3,2,1,3,3,2,3,4,4,4,3,1.4,2,3
"728-93","2",43,3,4,3,3,3,5,3,2,2,3,2,2,2.8,1,1
"729-93","2",80,3,2,1,2,3,2,3,4,3,4,4,4,1.2,3,4
"73-93","1",53,1,1,1,2,2,3,1,4,4,4,4,4,1,3,4
"730-93","1",52,2,3,2,2,3,4,3,3,3,3,3,1,2.4,2,3
"731-93","2",29,1,3,2,2,4,3,2,3,3,3,3,3,2,2,3
"732-93","2",68,1,4,1,1,3,3,2,4,4,4,4,4,1,2,3
"733-93","2",61,3,3,3,3,3,4,1,3,1,3,3,3,2.4,1,1
"735-93","1",34,1,2,2,2,3,3,3,2,3,4,4,3,1.8,2,3
"736-93","1",34,1,1,2,2,3,3,2,4,4,3,3,3,1.6,2,3
"737-93","1",36,3,4,2,3,4,4,3,3,2,2,2,3,2.6,1,1
"738-93","1",32,1,1,3,2,3,3,1,3,4,4,3,3,1.6,3,2
"739-93","2",87,3,3,3,2,5,4,2,3,4,3,3,3,1.8,1,1
"74-93","1",25,3,3,3,3,3,4,2,3,2,3,2,3,2.4,1,1
"740-93","1",70,1,2,2,2,3,3,2,4,4,4,4,4,1,2,3
"741-93","2",57,1,3,2,2,2,3,3,3,3,3,3,2,2.2,2,3
"742-93","2",26,1,4,3,2,4,3,2,4,3,3,2,2,2.2,1,1
"743-93","2",40,1,2,1,2,3,3,1,4,4,4,4,4,1,3,4
"744-93","2",53,1,1,1,1,1,2,2,3,4,4,4,3,1.4,3,4
"746-93","1",71,3,3,3,3,3,3,1,2,3,4,2,4,2,1,1
"747-93","1",76,1,3,2,2,4,3,2,3,3,4,2,3,2,2,3
